User[all-users],GestureType[all-gesture-types],RandomIteration[1to10],#ofTrainingExample[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
10,D,1,6,32,10-D05-1;10-D06-1;10-H02-1;10-H09-1;10-I06-1;10-I07-1;10-P01-1;10-N02-1;10-P06-1;10-T01-1;10-X01-1;10-T08-1;10-X06-1;10-X07-1;10-arrowhead04-1;10-arrowhead03-1;10-asterisk05-1;10-exclamation_point01-1;10-five_point_star01-1;10-exclamation_point03-1;10-five_point_star02-1;10-five_point_star10-1;10-half_note03-1;10-half_note09-1;10-line04-1;10-line09-1;10-null04-1;10-null04-1;10-pitchfork05-1;10-pitchfork03-1;10-six_point_star10-1;10-six_point_star04-1;,10-D03,D,1,0.928031,10-D06,D06;0.928031;D05;0.895018;N02;0.835054;I06;0.829749;I07;0.817813;N02;0.778685;H02;0.770937;I06;0.762196;H09;0.760539;P06;0.757421;I07;0.751979;H02;0.742835;H09;0.729434;H09;0.691455;P01;0.676406;H09;0.672201;N02;0.671774;asterisk05;0.66451;H09;0.651591;N02;0.645584;N02;0.641705;N02;0.633435;asterisk05;0.629816;H02;0.628614;arrowhead03;0.626935;H09;0.625327;asterisk05;0.623698;H02;0.622461;asterisk05;0.621155;null04;0.618799;null04;0.618799;asterisk05;0.618325;asterisk05;0.617077;asterisk05;0.616483;asterisk05;0.606786;I06;0.60192;I06;0.599214;asterisk05;0.598648;asterisk05;0.596632;H09;0.587834;null04;0.58615;null04;0.58615;N02;0.582422;I07;0.581655;T08;0.581423;H02;0.580532;arrowhead04;0.579891;I07;0.579665;asterisk05;0.575558;I06;0.57485;
10,T,2,6,32,10-D09-2;10-D02-2;10-H05-2;10-H02-2;10-I02-2;10-I02-2;10-N03-2;10-N02-2;10-P03-2;10-P05-2;10-T04-2;10-T07-2;10-X02-2;10-X02-2;10-arrowhead07-2;10-arrowhead04-2;10-asterisk08-2;10-asterisk03-2;10-five_point_star01-2;10-exclamation_point05-2;10-five_point_star09-2;10-five_point_star05-2;10-half_note10-2;10-half_note03-2;10-null01-2;10-line02-2;10-null10-2;10-null09-2;10-pitchfork07-2;10-pitchfork07-2;10-six_point_star02-2;10-six_point_star07-2;,10-T09,T,1,0.918371,10-T04,T04;0.918371;T07;0.890122;I02;0.78503;I02;0.78503;I02;0.736848;I02;0.736848;X02;0.732477;X02;0.732477;N03;0.713996;I02;0.703044;I02;0.703044;N02;0.702895;H05;0.689633;line02;0.678638;H05;0.675086;H02;0.674759;I02;0.670469;I02;0.670469;arrowhead07;0.669313;pitchfork07;0.66833;pitchfork07;0.66833;H05;0.663572;H02;0.663311;arrowhead04;0.658768;exclamation_point05;0.65835;exclamation_point05;0.65835;H05;0.655371;half_note03;0.652381;P05;0.650404;X02;0.649554;X02;0.649554;arrowhead07;0.648244;H02;0.645118;half_note10;0.642299;H05;0.641599;I02;0.639324;I02;0.639324;H02;0.635893;H05;0.633294;H02;0.62794;H02;0.627259;X02;0.625513;X02;0.625513;N02;0.624669;H05;0.621413;T07;0.621325;T07;0.616702;N03;0.614835;N02;0.614592;P03;0.614508;
10,N,1,7,32,10-D06-1;10-D06-1;10-I01-1;10-H05-1;10-I10-1;10-I04-1;10-N07-1;10-N06-1;10-P04-1;10-P02-1;10-T08-1;10-T08-1;10-X10-1;10-arrowhead01-1;10-asterisk01-1;10-arrowhead08-1;10-asterisk06-1;10-asterisk08-1;10-exclamation_point06-1;10-exclamation_point04-1;10-five_point_star07-1;10-five_point_star07-1;10-half_note02-1;10-half_note07-1;10-line08-1;10-line08-1;10-null06-1;10-null06-1;10-pitchfork04-1;10-pitchfork07-1;10-six_point_star10-1;10-six_point_star07-1;,10-N09,N,1,0.922549,10-N06,N06;0.922549;N07;0.896531;N06;0.797448;I10;0.784816;N07;0.779177;I10;0.723291;H05;0.718093;I01;0.71697;H05;0.716462;I04;0.713511;I04;0.712565;I10;0.697707;I01;0.696621;H05;0.693742;N07;0.686392;H05;0.681176;I04;0.659745;H05;0.656792;N06;0.651111;I10;0.648759;I01;0.63641;N07;0.635021;H05;0.623536;N06;0.610824;I04;0.609348;H05;0.604278;I04;0.602125;I10;0.601494;T08;0.600401;T08;0.600401;N07;0.596898;I10;0.596335;H05;0.595541;I01;0.590834;I10;0.590357;I01;0.587736;N07;0.585983;N06;0.583659;H05;0.582422;N07;0.580529;I04;0.580184;N06;0.580069;I10;0.577258;N06;0.576158;N06;0.573394;I01;0.573108;I04;0.571832;I04;0.571662;N07;0.571178;I01;0.570043;
10,six_point_star,2,7,32,10-H01-2;10-D10-2;10-H09-2;10-H02-2;10-I07-2;10-I07-2;10-N02-2;10-P01-2;10-P02-2;10-P02-2;10-T09-2;10-T03-2;10-X03-2;10-X02-2;10-arrowhead04-2;10-arrowhead02-2;10-asterisk07-2;10-asterisk03-2;10-five_point_star01-2;10-five_point_star01-2;10-five_point_star08-2;10-half_note01-2;10-half_note02-2;10-half_note04-2;10-line06-2;10-line06-2;10-null07-2;10-null07-2;10-pitchfork03-2;10-pitchfork05-2;10-six_point_star06-2;10-six_point_star07-2;,10-six_point_star08,six_point_star,1,0.840550,10-six_point_star07,six_point_star07;0.84055;six_point_star06;0.79669;five_point_star01;0.724685;five_point_star01;0.724685;five_point_star08;0.711627;asterisk07;0.697869;asterisk07;0.697351;null07;0.688502;null07;0.688502;asterisk03;0.680465;asterisk03;0.677932;asterisk03;0.673484;asterisk07;0.673049;asterisk03;0.66572;asterisk07;0.661414;asterisk07;0.660141;asterisk07;0.6596;asterisk03;0.657488;asterisk03;0.654344;H01;0.626969;six_point_star07;0.620126;asterisk03;0.619928;H01;0.61877;H02;0.609343;asterisk07;0.607482;asterisk03;0.607238;H09;0.605086;asterisk07;0.599892;asterisk07;0.597571;six_point_star06;0.591224;asterisk03;0.590585;asterisk03;0.58032;asterisk03;0.577528;H02;0.57693;pitchfork05;0.575867;asterisk03;0.573831;asterisk03;0.572944;asterisk07;0.572305;asterisk03;0.571643;N02;0.567535;asterisk03;0.567188;H01;0.565554;asterisk03;0.563525;asterisk07;0.562949;H01;0.561149;H02;0.559377;arrowhead02;0.557135;asterisk03;0.555721;arrowhead02;0.553586;asterisk07;0.552613;
10,X,1,8,32,10-H01-1;10-H01-1;10-H04-1;10-H02-1;10-I10-1;10-I10-1;10-N09-1;10-N06-1;10-P06-1;10-P02-1;10-T03-1;10-T02-1;10-X10-1;10-X02-1;10-arrowhead03-1;10-asterisk01-1;10-asterisk06-1;10-asterisk05-1;10-exclamation_point09-1;10-exclamation_point10-1;10-five_point_star09-1;10-five_point_star09-1;10-half_note02-1;10-half_note08-1;10-line10-1;10-line06-1;10-null02-1;10-null02-1;10-pitchfork06-1;10-pitchfork07-1;10-six_point_star08-1;10-six_point_star02-1;,10-X01,X,1,0.904380,10-X10,X10;0.90438;X02;0.892242;X10;0.835573;X02;0.816019;X10;0.809538;X02;0.806866;pitchfork07;0.7783;T02;0.763015;X10;0.759732;pitchfork06;0.754704;T03;0.731706;X02;0.72757;exclamation_point09;0.69895;arrowhead03;0.698414;exclamation_point09;0.696521;arrowhead03;0.691716;T03;0.690732;N09;0.685102;asterisk01;0.68224;N09;0.680866;N06;0.678348;arrowhead03;0.676622;exclamation_point10;0.675539;N06;0.675048;exclamation_point10;0.671705;I10;0.659544;I10;0.659544;exclamation_point10;0.652185;H01;0.651908;H01;0.651908;H02;0.650105;pitchfork07;0.648109;exclamation_point10;0.646806;pitchfork06;0.645568;N09;0.641975;H04;0.640689;asterisk05;0.639077;asterisk01;0.637595;N09;0.635009;H01;0.622897;H01;0.622897;null02;0.61735;null02;0.61735;T02;0.615587;exclamation_point09;0.614129;null02;0.614123;null02;0.614123;exclamation_point09;0.61374;N06;0.611335;H02;0.607038;
10,X,2,8,32,10-D03-2;10-D02-2;10-H09-2;10-H08-2;10-I10-2;10-I05-2;10-N10-2;10-N03-2;10-P02-2;10-T01-2;10-T02-2;10-T07-2;10-X05-2;10-X09-2;10-arrowhead10-2;10-arrowhead06-2;10-asterisk02-2;10-asterisk08-2;10-exclamation_point03-2;10-exclamation_point09-2;10-half_note01-2;10-five_point_star05-2;10-half_note09-2;10-half_note07-2;10-line08-2;10-line03-2;10-null02-2;10-null04-2;10-pitchfork03-2;10-pitchfork05-2;10-six_point_star06-2;10-six_point_star06-2;,10-X01,X,1,0.987735,10-X05,X05;0.987735;X09;0.924761;X09;0.828407;T07;0.808192;X05;0.803376;pitchfork05;0.775726;X09;0.767064;T02;0.763015;T01;0.762212;X09;0.756818;pitchfork03;0.744868;X05;0.729643;arrowhead06;0.713231;pitchfork03;0.712889;exclamation_point03;0.708703;exclamation_point03;0.708588;X05;0.708014;I05;0.705535;N10;0.701666;arrowhead10;0.6992;exclamation_point09;0.69895;exclamation_point09;0.696521;N03;0.694533;N10;0.686464;arrowhead06;0.682483;N03;0.680098;I05;0.676299;arrowhead06;0.674432;pitchfork05;0.669918;I05;0.664747;arrowhead10;0.662859;I10;0.659544;arrowhead10;0.654203;half_note09;0.65347;asterisk08;0.650231;I05;0.648933;T07;0.645594;asterisk08;0.637667;T01;0.633766;asterisk08;0.626776;asterisk02;0.625575;N10;0.623043;I05;0.620474;H08;0.620247;I05;0.618723;null02;0.61735;T02;0.615587;null04;0.614834;null04;0.614592;exclamation_point09;0.614129;
10,exclamation_point,1,9,32,10-D06-1;10-D10-1;10-I01-1;10-H08-1;10-N01-1;10-I09-1;10-N03-1;10-N10-1;10-P06-1;10-P05-1;10-T03-1;10-T09-1;10-X03-1;10-X04-1;10-arrowhead06-1;10-arrowhead08-1;10-asterisk09-1;10-exclamation_point01-1;10-exclamation_point05-1;10-exclamation_point10-1;10-five_point_star07-1;10-five_point_star05-1;10-half_note05-1;10-half_note06-1;10-line06-1;10-line03-1;10-null06-1;10-null02-1;10-pitchfork09-1;10-pitchfork07-1;10-six_point_star06-1;10-six_point_star04-1;,10-exclamation_point05,exclamation_point,1,0.999070,10-exclamation_point05,exclamation_point05;0.99907;exclamation_point05;0.99907;exclamation_point10;0.975438;exclamation_point10;0.975302;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;
10,N,2,9,32,10-D05-2;10-H01-2;10-H05-2;10-I01-2;10-I05-2;10-I02-2;10-N10-2;10-N09-2;10-P02-2;10-P08-2;10-T06-2;10-T09-2;10-X08-2;10-X07-2;10-arrowhead04-2;10-arrowhead04-2;10-asterisk05-2;10-asterisk08-2;10-exclamation_point08-2;10-exclamation_point02-2;10-five_point_star09-2;10-five_point_star03-2;10-half_note05-2;10-half_note07-2;10-line08-2;10-line08-2;10-null07-2;10-null03-2;10-pitchfork07-2;10-pitchfork07-2;10-six_point_star04-2;10-six_point_star07-2;,10-N08,N,1,0.952742,10-N09,N09;0.952742;N09;0.875313;N10;0.853413;N10;0.787347;I05;0.721116;H05;0.714329;I01;0.71301;H05;0.712459;I02;0.707963;H05;0.685385;I01;0.67858;H05;0.677198;N10;0.67466;H05;0.657385;I02;0.652657;I01;0.645124;N09;0.638355;I05;0.6368;H01;0.636584;H01;0.630064;H01;0.626478;H05;0.624581;I05;0.623442;I02;0.621422;N09;0.620966;H01;0.619707;I05;0.609875;H05;0.60278;N10;0.602238;I05;0.601556;I02;0.5973;H01;0.595856;H05;0.595392;I02;0.593963;I05;0.591895;I05;0.58603;I01;0.583183;I01;0.581984;I05;0.581652;N10;0.57694;I02;0.576624;T06;0.573942;I05;0.572175;N09;0.572041;H01;0.571942;N09;0.568595;N09;0.568444;H01;0.565897;I05;0.564661;H05;0.563484;
11,six_point_star,1,1,32,11-D04-1;11-D02-1;11-H07-1;11-H04-1;11-I06-1;11-N01-1;11-N04-1;11-N09-1;11-P07-1;11-P04-1;11-T03-1;11-T02-1;11-X10-1;11-X09-1;11-arrowhead04-1;11-arrowhead02-1;11-asterisk06-1;11-asterisk06-1;11-exclamation_point05-1;11-five_point_star01-1;11-five_point_star08-1;11-five_point_star04-1;11-half_note02-1;11-line01-1;11-line03-1;11-line02-1;11-null04-1;11-null09-1;11-pitchfork06-1;11-pitchfork08-1;11-six_point_star04-1;11-six_point_star04-1;,11-six_point_star08,six_point_star,1,0.921304,11-six_point_star04,six_point_star04;0.921304;six_point_star04;0.921304;null04;0.720829;N04;0.696642;H04;0.679753;N04;0.67298;N01;0.666113;H07;0.663341;null09;0.662114;N01;0.660552;H04;0.660037;N01;0.659581;N09;0.659039;N09;0.658488;N09;0.652787;N09;0.650339;I06;0.646721;five_point_star08;0.644201;N01;0.643381;asterisk06;0.637184;asterisk06;0.637184;I06;0.628849;asterisk06;0.628536;asterisk06;0.628536;six_point_star04;0.624977;six_point_star04;0.624977;N04;0.623597;null04;0.617263;null09;0.616138;five_point_star01;0.61259;N04;0.612427;H07;0.60887;asterisk06;0.608025;asterisk06;0.608025;five_point_star04;0.595905;asterisk06;0.578963;asterisk06;0.578963;asterisk06;0.577676;asterisk06;0.577676;D02;0.575613;six_point_star04;0.570737;six_point_star04;0.570737;H04;0.57039;H04;0.569215;asterisk06;0.558746;asterisk06;0.558746;asterisk06;0.552538;asterisk06;0.552538;six_point_star04;0.55142;six_point_star04;0.55142;
11,five_point_star,2,1,32,11-D09-2;11-D02-2;11-H10-2;11-H06-2;11-I03-2;11-I09-2;11-P01-2;11-N06-2;11-P02-2;11-P09-2;11-T07-2;11-T02-2;11-X09-2;11-X09-2;11-arrowhead06-2;11-asterisk01-2;11-asterisk08-2;11-asterisk07-2;11-exclamation_point08-2;11-exclamation_point02-2;11-five_point_star07-2;11-five_point_star06-2;11-half_note10-2;11-half_note08-2;11-line07-2;11-line05-2;11-null09-2;11-null03-2;11-pitchfork07-2;11-pitchfork06-2;11-six_point_star04-2;11-six_point_star05-2;,11-five_point_star07,five_point_star,1,0.998863,11-five_point_star07,five_point_star07;0.998863;five_point_star06;0.810259;asterisk07;0.799543;asterisk01;0.784701;H10;0.769527;asterisk08;0.747385;asterisk08;0.743245;six_point_star04;0.731555;asterisk01;0.729366;H10;0.72916;six_point_star05;0.724769;H06;0.717685;H06;0.699607;I03;0.693161;N06;0.687807;I03;0.68129;null09;0.674192;H10;0.672599;asterisk07;0.663023;null03;0.662808;asterisk07;0.659635;null03;0.658032;asterisk01;0.656763;N06;0.656323;asterisk01;0.656207;asterisk01;0.654693;asterisk07;0.646378;N06;0.642671;I09;0.64267;asterisk08;0.640639;I09;0.639047;asterisk01;0.636152;null09;0.632616;asterisk07;0.627308;asterisk08;0.623045;N06;0.611792;null09;0.60827;H06;0.60379;asterisk08;0.60245;N06;0.60157;asterisk01;0.601098;H06;0.600953;six_point_star04;0.600372;six_point_star05;0.595793;H10;0.593413;six_point_star05;0.589245;null03;0.586757;pitchfork06;0.585441;N06;0.581763;N06;0.577645;
11,half_note,1,2,32,11-D02-1;11-D03-1;11-I01-1;11-I01-1;11-I03-1;11-I06-1;11-N06-1;11-N06-1;11-P03-1;11-P02-1;11-T08-1;11-T06-1;11-X08-1;11-X02-1;11-arrowhead07-1;11-arrowhead06-1;11-asterisk08-1;11-asterisk06-1;11-exclamation_point05-1;11-exclamation_point08-1;11-half_note01-1;11-half_note01-1;11-half_note04-1;11-half_note03-1;11-null01-1;11-line05-1;11-null02-1;11-null06-1;11-pitchfork02-1;11-six_point_star01-1;11-six_point_star03-1;11-six_point_star08-1;,11-half_note09,half_note,1,0.959696,11-half_note04,half_note04;0.959696;half_note03;0.93646;P02;0.891707;P03;0.847318;half_note01;0.826923;half_note01;0.826923;N06;0.813131;N06;0.813131;N06;0.812295;N06;0.812295;half_note04;0.795042;half_note01;0.770564;half_note01;0.770564;I01;0.768285;I01;0.768285;I06;0.763649;I01;0.762291;I01;0.762291;T08;0.761667;half_note03;0.760074;I06;0.752667;P03;0.751511;I03;0.747761;P02;0.745746;I03;0.738359;T06;0.728819;I03;0.720319;I03;0.718257;I06;0.713578;I06;0.712714;I06;0.711686;I01;0.711384;I01;0.711384;I01;0.706955;I01;0.706955;I01;0.706012;I01;0.706012;I03;0.697105;N06;0.695512;N06;0.695512;half_note01;0.69492;half_note01;0.69492;I01;0.693417;I01;0.693417;I06;0.692179;I03;0.683556;N06;0.667407;N06;0.667407;I06;0.65746;exclamation_point05;0.649381;
11,H,2,2,32,11-D05-2;11-D09-2;11-H02-2;11-H09-2;11-I08-2;11-I10-2;11-N03-2;11-N04-2;11-P03-2;11-P08-2;11-T04-2;11-T02-2;11-X08-2;11-X07-2;11-arrowhead10-2;11-arrowhead07-2;11-asterisk10-2;11-asterisk02-2;11-exclamation_point04-2;11-exclamation_point03-2;11-five_point_star06-2;11-five_point_star04-2;11-half_note03-2;11-half_note07-2;11-line08-2;11-line08-2;11-null09-2;11-pitchfork01-2;11-pitchfork04-2;11-six_point_star01-2;11-six_point_star07-2;11-six_point_star05-2;,11-H03,H,1,0.914910,11-H02,H02;0.91491;I10;0.857021;H02;0.821544;I08;0.818682;I08;0.803135;I10;0.782511;H09;0.773533;six_point_star01;0.739871;H09;0.737583;six_point_star07;0.73661;N03;0.731821;N03;0.727575;N04;0.727463;N04;0.727292;six_point_star05;0.713865;H02;0.702251;N04;0.701255;asterisk10;0.696188;N03;0.68654;N03;0.684191;I10;0.683807;N04;0.658016;N04;0.654464;pitchfork04;0.65438;H02;0.644475;I08;0.63624;N03;0.635934;asterisk02;0.634603;I08;0.625916;asterisk02;0.625092;H09;0.621252;N04;0.620264;asterisk10;0.615218;I10;0.614084;H09;0.613029;H09;0.606482;six_point_star01;0.599555;N04;0.599516;N03;0.594206;asterisk02;0.589833;six_point_star07;0.587366;asterisk02;0.587073;N03;0.582009;pitchfork01;0.581771;N03;0.579288;N04;0.579132;H02;0.576698;six_point_star05;0.573902;asterisk10;0.573342;H09;0.570189;
11,line,1,3,32,11-D09-1;11-D02-1;11-H06-1;11-H07-1;11-I04-1;11-I03-1;11-N07-1;11-P01-1;11-P08-1;11-P10-1;11-X01-1;11-T09-1;11-X07-1;11-X05-1;11-arrowhead10-1;11-arrowhead07-1;11-asterisk05-1;11-asterisk10-1;11-exclamation_point05-1;11-exclamation_point10-1;11-five_point_star10-1;11-five_point_star10-1;11-half_note10-1;11-half_note03-1;11-line04-1;11-line06-1;11-null08-1;11-null04-1;11-pitchfork05-1;11-pitchfork06-1;11-six_point_star07-1;11-six_point_star10-1;,11-line07,line,1,0.997538,11-line04,line04;0.997538;line06;0.994549;line04;0.991935;line06;0.98612;exclamation_point05;0.981769;exclamation_point05;0.978943;exclamation_point05;0.97371;exclamation_point05;0.971539;exclamation_point10;0.956045;exclamation_point10;0.954724;exclamation_point10;0.947722;exclamation_point10;0.946301;exclamation_point05;0.760965;exclamation_point05;0.760315;exclamation_point10;0.723377;exclamation_point10;0.723055;arrowhead07;0.674148;arrowhead10;0.674086;T09;0.666421;arrowhead07;0.663978;P08;0.655875;half_note03;0.655291;arrowhead10;0.644206;T09;0.643751;P01;0.625396;H07;0.622886;T09;0.618564;H06;0.613808;H07;0.611236;half_note03;0.606175;pitchfork05;0.605969;pitchfork05;0.604959;H06;0.601367;H06;0.599439;H07;0.59943;H07;0.594735;H06;0.592598;H07;0.592443;T09;0.590202;H07;0.58959;T09;0.589201;H07;0.585489;H06;0.573642;pitchfork05;0.573624;H06;0.572303;H07;0.571068;P08;0.567742;P10;0.56667;I04;0.565273;P08;0.5646;
11,N,2,3,32,11-D08-2;11-D02-2;11-H09-2;11-H10-2;11-I07-2;11-I07-2;11-N07-2;11-N03-2;11-P07-2;11-P04-2;11-T09-2;11-T08-2;11-X03-2;11-X03-2;11-arrowhead09-2;11-arrowhead05-2;11-asterisk03-2;11-exclamation_point01-2;11-exclamation_point09-2;11-exclamation_point04-2;11-five_point_star04-2;11-five_point_star07-2;11-half_note03-2;11-half_note07-2;11-line07-2;11-line06-2;11-null07-2;11-null04-2;11-pitchfork02-2;11-pitchfork09-2;11-six_point_star07-2;11-six_point_star08-2;,11-N03,N,1,0.998776,11-N03,N03;0.998776;N03;0.885974;N07;0.846938;N07;0.817354;N07;0.739903;H10;0.693288;H10;0.688299;I07;0.687052;I07;0.687052;I07;0.683689;I07;0.683689;I07;0.667017;I07;0.667017;H10;0.662033;N03;0.658888;I07;0.658214;I07;0.658214;I07;0.658146;I07;0.658146;H09;0.654317;H09;0.647591;H10;0.642367;N03;0.640147;N03;0.633764;I07;0.622762;I07;0.622762;H10;0.617629;H10;0.614721;I07;0.614496;I07;0.614496;I07;0.611099;I07;0.611099;I07;0.609458;I07;0.609458;H10;0.609085;N03;0.608824;N03;0.605572;H09;0.604982;H10;0.602109;H09;0.601955;H09;0.601391;P04;0.600523;I07;0.60007;I07;0.60007;I07;0.599538;I07;0.599538;H09;0.595075;H09;0.594812;N07;0.589766;H10;0.588292;
11,N,1,4,32,11-D02-1;11-D04-1;11-H10-1;11-H05-1;11-I04-1;11-I10-1;11-N08-1;11-N06-1;11-P10-1;11-P05-1;11-T05-1;11-T07-1;11-X08-1;11-X06-1;11-arrowhead06-1;11-arrowhead10-1;11-asterisk02-1;11-asterisk05-1;11-exclamation_point02-1;11-exclamation_point02-1;11-five_point_star10-1;11-five_point_star10-1;11-line01-1;11-half_note03-1;11-line02-1;11-line02-1;11-null05-1;11-null09-1;11-pitchfork10-1;11-pitchfork06-1;11-six_point_star10-1;11-six_point_star02-1;,11-N05,N,1,0.923957,11-N06,N06;0.923957;N08;0.904778;N08;0.869209;N06;0.86219;I04;0.7094;H10;0.705633;I04;0.700034;asterisk05;0.698131;I04;0.693724;I04;0.69255;I10;0.690461;H10;0.688578;I10;0.679234;N08;0.677826;I10;0.674958;I10;0.668471;asterisk02;0.656002;H10;0.638135;N06;0.636943;N06;0.63471;I10;0.634401;H10;0.632253;H10;0.630407;I04;0.629235;N06;0.628704;I04;0.626223;asterisk02;0.625796;H10;0.621467;H05;0.621247;H05;0.620211;I04;0.616596;asterisk05;0.614686;I04;0.61426;asterisk02;0.614018;H05;0.613489;N08;0.613371;asterisk02;0.608878;I04;0.604309;N08;0.602976;H05;0.601509;I10;0.60143;I10;0.600887;I10;0.597152;H10;0.593422;asterisk05;0.592287;I10;0.591347;N08;0.590363;H10;0.588167;N08;0.585084;N06;0.584576;
11,five_point_star,2,4,32,11-D10-2;11-H01-2;11-I01-2;11-H10-2;11-I08-2;11-I03-2;11-N10-2;11-N10-2;11-P02-2;11-P09-2;11-T02-2;11-T09-2;11-X07-2;11-X05-2;11-arrowhead10-2;11-arrowhead05-2;11-asterisk04-2;11-asterisk03-2;11-five_point_star01-2;11-exclamation_point05-2;11-five_point_star10-2;11-five_point_star10-2;11-half_note06-2;11-half_note04-2;11-line07-2;11-line02-2;11-null02-2;11-null06-2;11-pitchfork05-2;11-pitchfork02-2;11-six_point_star09-2;11-six_point_star05-2;,11-five_point_star04,five_point_star,1,0.887833,11-five_point_star01,five_point_star01;0.887833;five_point_star10;0.807178;five_point_star10;0.807178;H10;0.744208;six_point_star05;0.735791;six_point_star09;0.732296;asterisk04;0.724965;I08;0.708241;H10;0.69697;I03;0.690536;I01;0.687292;asterisk03;0.685708;asterisk04;0.678618;H01;0.675229;asterisk03;0.669747;I03;0.667926;asterisk03;0.664372;asterisk03;0.663623;I01;0.660562;N10;0.650021;N10;0.650021;null02;0.649628;H10;0.647666;I08;0.644268;null06;0.641557;N10;0.636662;N10;0.636662;H01;0.621923;null06;0.610539;N10;0.60711;N10;0.60711;asterisk03;0.604972;N10;0.602552;N10;0.602552;N10;0.601393;N10;0.601393;null02;0.599221;asterisk03;0.596652;asterisk04;0.596637;H10;0.596259;six_point_star05;0.594606;asterisk03;0.594405;I03;0.593097;six_point_star09;0.589616;N10;0.589557;N10;0.589557;N10;0.5882;N10;0.5882;I08;0.586586;N10;0.586573;
11,null,1,5,32,11-D09-1;11-D05-1;11-H08-1;11-H03-1;11-I06-1;11-I04-1;11-N10-1;11-N04-1;11-P10-1;11-P08-1;11-T08-1;11-T04-1;11-X04-1;11-X10-1;11-asterisk01-1;11-arrowhead02-1;11-asterisk03-1;11-asterisk04-1;11-exclamation_point08-1;11-exclamation_point09-1;11-half_note01-1;11-five_point_star10-1;11-half_note03-1;11-half_note04-1;11-line07-1;11-line09-1;11-null02-1;11-null04-1;11-pitchfork07-1;11-pitchfork08-1;11-six_point_star05-1;11-six_point_star06-1;,11-null10,null,1,0.841546,11-null02,null02;0.841546;null04;0.827042;H03;0.746602;N04;0.682609;I06;0.667131;N10;0.664383;pitchfork08;0.662128;N10;0.656334;N04;0.655765;I04;0.655355;N04;0.654227;N10;0.653096;I04;0.645908;N04;0.643903;N10;0.642389;I06;0.634473;N04;0.632646;I06;0.630013;I04;0.623481;N04;0.62231;I06;0.621214;N10;0.618973;I06;0.618674;I04;0.618621;D09;0.615242;I06;0.609294;N10;0.605836;P08;0.603443;I04;0.600013;I04;0.595499;P10;0.580243;N04;0.559355;N04;0.559075;N04;0.557958;I04;0.557884;arrowhead02;0.557344;I06;0.556716;I04;0.554952;D05;0.552917;I04;0.546109;I06;0.543043;null02;0.535202;N10;0.532027;H03;0.531154;I06;0.530733;N10;0.529566;I04;0.5292;P08;0.52757;N10;0.526692;I06;0.526417;
11,H,2,5,32,11-D06-2;11-H01-2;11-H07-2;11-H09-2;11-I02-2;11-I09-2;11-N03-2;11-P01-2;11-P02-2;11-P09-2;11-T09-2;11-X01-2;11-X03-2;11-arrowhead01-2;11-asterisk01-2;11-arrowhead08-2;11-asterisk03-2;11-asterisk08-2;11-exclamation_point07-2;11-exclamation_point06-2;11-five_point_star05-2;11-five_point_star07-2;11-half_note09-2;11-half_note02-2;11-line08-2;11-line03-2;11-null05-2;11-null04-2;11-six_point_star01-2;11-pitchfork02-2;11-six_point_star06-2;11-six_point_star07-2;,11-H10,I,0,0.853177,11-I02,I02;0.853177;H07;0.81817;I09;0.812509;I09;0.802441;H09;0.799882;H01;0.797204;I02;0.766817;H09;0.74375;N03;0.738761;N03;0.736477;H01;0.71999;six_point_star06;0.719715;I02;0.712658;N03;0.711821;H07;0.702951;six_point_star07;0.697212;six_point_star01;0.688794;H01;0.688561;N03;0.681396;H07;0.680164;N03;0.675398;I09;0.666367;I09;0.660609;H09;0.646222;H09;0.637113;asterisk03;0.634712;asterisk08;0.626216;I02;0.621202;H01;0.615017;H07;0.607746;asterisk01;0.604163;pitchfork02;0.604143;asterisk01;0.602223;six_point_star06;0.602219;N03;0.594554;N03;0.591624;six_point_star01;0.590523;H09;0.588983;six_point_star07;0.588021;H07;0.586521;H09;0.585278;H09;0.581755;I02;0.575688;N03;0.572741;arrowhead08;0.572176;N03;0.568996;I02;0.568572;N03;0.565022;N03;0.564523;pitchfork02;0.558709;
